Method,Top_K,Run_A,Run_B,Intersection,Kuncheva_Index
ANOVA,5,1,1,5,1.0
ANOVA,5,1,1,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,1,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,2,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,3,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,4,5,1.0
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,5,4,0.76
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,6,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,7,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,8,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,9,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,10,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,11,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,12,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,13,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,14,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,15,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,16,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,17,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,18,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,19,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,20,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,21,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,22,5,1.0
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,23,4,0.76
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,24,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,1,25,5,1.0
ANOVA,5,2,2,5,1.0
ANOVA,5,2,2,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,2,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,3,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,4,5,1.0
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,5,4,0.76
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,6,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,7,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,8,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,9,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,10,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,11,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,12,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,13,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,14,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,15,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,16,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,17,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,18,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,19,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,20,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,21,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,22,5,1.0
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,23,4,0.76
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,24,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,2,25,5,1.0
ANOVA,5,3,3,5,1.0
ANOVA,5,3,3,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,3,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,4,5,1.0
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,5,4,0.76
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,6,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,7,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,8,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,9,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,10,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,11,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,12,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,13,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,14,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,15,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,16,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,17,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,18,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,19,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,20,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,21,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,22,5,1.0
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,23,4,0.76
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,24,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,3,25,5,1.0
ANOVA,5,4,4,5,1.0
ANOVA,5,4,4,5,1.0
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,23,4,0.76
ANOVA,5,4,23,4,0.76
ANOVA,5,4,23,4,0.76
ANOVA,5,4,24,5,1.0
ANOVA,5,4,24,5,1.0
ANOVA,5,4,24,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,4,5,1.0
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,10,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,11,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,12,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,13,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,14,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,15,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,16,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,17,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,18,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,19,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,20,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,21,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,22,5,1.0
ANOVA,5,4,23,4,0.76
ANOVA,5,4,23,4,0.76
ANOVA,5,4,23,4,0.76
ANOVA,5,4,24,5,1.0
ANOVA,5,4,24,5,1.0
ANOVA,5,4,24,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,25,5,1.0
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,5,4,0.76
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,6,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,7,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,8,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,9,5,1.0
ANOVA,5,4,10,5,1.0
